signal
1+0i
0.9999748185024954+0i
0.9996784473186204+0i
0.9987360201722743+0i
0.9968057032469807+0i
0.9934739920508058+0i
0.9881827366780478+0i
0.9803735479158653+0i
0.9696320107693717+0i
0.955668669778159+0i
0.9381793359866+0i
0.9168455873699939+0i
0.8914354198927968+0i
0.8619662253368378+0i
0.828567271658585+0i
0.7913450676135069+0i
0.7504847761028811+0i
0.7064426631596671+0i
0.6598885591276983+0i
0.6115200572094531+0i
0.5620506672029184+0i
0.51230876087842+0i
0.46309624513020314+0i
0.4150649536166604+0i
0.3687065990295096+0i
0.32445175452606967+0i
0.2827269748360715+0i
0.24391720238164247+0i
0.20830830652881038+0i
0.17607956060810384+0i
0.14731979885217777+0i
0.12201507606549032+0i
0.10002357599894167+0i
0.08112904738959617+0i
0.06508898753038808+0i
0.051644057087582386+0i
0.040517189122476+0i
0.03142452049652523+0i
0.024089493469679518+0i
0.018250281060921157+0i
0.013662537197351943+0i
0.01010445912922951+0i
0.007380451136548731+0i
0.0053228952817821395+0i
0.0037901298074362664+0i
0.0026638504837854012+0i
0.001847397523460618+0i
0.0012637711174368807+0i
0.0008526490134330077+0i
0.0005672954013582525+0i
0.00037212612676514414+0i
0.0002406324113426366+0i
0.00015337760622389664+0i
0.00009635319750008469+0i
0.000059646727119490206+0i
0.00003637516507364583+0i
0.000021848452474638928+0i
0.00001292384395878822+0i
0.000007528288593074775+0i
0.000004317799243414058+0i
0.000002437722739089679+0i
0.000001354631078293443+0i
0.0000007409215734022457+0i
0.0000003988608924526079+0i
0.00000021132633669109736+0i
0.00000011020210728236364+0i
0.00000005656464043929289+0i
0.000000028572359263850963+0i
0.000000014198552789301921+0i
0.000000006938728688984082+0i
0.0000000033336448155685896+0i
0.00000000157428956450673+0i
0.0000000007306540125620055+0i
0.00000000033321873399343143+0i
0.00000000014931032044112604+0i
0.00000000006572512112990393+0i
0.000000000028412243766107536+0i
0.000000000012055524326997719+0i
0.000000000005018653417572657+0i
0.000000000002049220825951439+0i
0.0000000000008204988852131118+0i
0.000000000000322086535707832+0i
0.00000000000012394509130834248+0i
0.000000000000046756729544590817+0i
0.000000000000017292296039847802+0i
0.0000000000000062705100007372436+0i
0.000000000000002229916802377093+0i
0.000000000000000778052349803906+0i
0.0000000000000002665685380143505+0i
0.00000000000000008977540003552843+0i
0.00000000000000002975813519586879+0i
0.000000000000000009724031283170207+0i
0.0000000000000000031389232472369385+0i
0.0000000000000000010034452147350963+0i
0.0000000000000000003185779384934122+0i
0.00000000000000000010077066820433074+0i
0.000000000000000000031873502318097854+0i
0.000000000000000000010120347643596195+0i
0.0000000000000000000032379975528998337+0i
0.0000000000000000000010471932165333073+0i
0.0000000000000000000003429423806029479+0i
