signal
1+0i
0.9999983133689355+0i
0.9999748185024954+0i
0.9998850077012359+0i
0.9996784473186204+0i
0.9993094040800268+0i
0.9987360201722743+0i
0.9979166736169987+0i
0.9968057032469807+0i
0.9953474705742121+0i
0.9934739920508058+0i
0.9911103592001071+0i
0.9881827366780478+0i
0.9846232336863361+0i
0.9803735479158653+0i
0.9753882119455687+0i
0.9696320107693717+0i
0.9630713246151571+0i
0.9556686697781591+0i
0.9473845352677683+0i
0.9381793359866+0i
0.9280123732000661+0i
0.9168455873699939+0i
0.9046545352841157+0i
0.8914354198927972+0i
0.8772001448772121+0i
0.8619662253368378+0i
0.8457506026874482+0i
0.8285672716585853+0i
0.8104273752482276+0i
0.791345067613507+0i
0.7713481193584403+0i
0.7504847761028812+0i
0.7288224796660949+0i
0.7064426631596673+0i
0.6834347405110536+0i
0.6598885591276987+0i
0.635889109311995+0i
0.6115200572094533+0i
0.5868729627620356+0i
0.5620506672029191+0i
0.5371610305155954+0i
0.5123087608784201+0i
0.4875912534752618+0i
0.46309624513020314+0i
0.4388994450289867+0i
0.4150649536166605+0i
0.391649441351436+0i
0.36870659902950986+0i
0.34628951658225227+0i
0.32445175452607+0i
0.3032470868877484+0i
0.2827269748360718+0i
0.26293733170246325+0i
0.24391720238164247+0i
0.22569898422329207+0i
0.2083083065288104+0i
0.1917640320333408+0i
0.17607956060810426+0i
0.16126382748326268+0i
0.1473197988521781+0i
0.13424182097503662+0i
0.12201507606549032+0i
0.1106177181781037+0i
0.10002357599894195+0i
0.0902040083415156+0i
0.08112904738959621+0i
0.07276794269429818+0i
0.06508898753038815+0i
0.0580591327411771+0i
0.05164405708758244+0i
0.04580860557221177+0i
0.04051718912247607+0i
0.03573419171212078+0i
0.03142452049652529+0i
0.027554017064550282+0i
0.02408949346967956+0i
0.02099866221888309+0i
0.018250281060921174+0i
0.01581440750180091+0i
0.013662537197351908+0i
0.011767673274432492+0i
0.01010445912922947+0i
0.008649314173082739+0i
0.0073804511365486705+0i
0.006277795962909784+0i
0.005322895281782076+0i
0.00449883008054074+0i
0.0037901298074362244+0i
0.0031827117747994056+0i
0.0026638504837853566+0i
0.0022221362413723344+0i
0.001847397523460581+0i
0.0015306044841923488+0i
0.0012637711174368457+0i
0.0010398535404534043+0i
0.0008526490134329816+0i
0.0006967128432487883+0i
0.0005672954013582348+0i
0.000460282156090544+0i
0.0003721261267651298+0i
